Date	SST	SSS	NO3	PO4	Si	Fe	Chl-a	Oxygen	SPCO2
02/02/2022	29.29566383	33.76720428	0.003265735	0.124679811	2.558478355	0.001054398	0.123499423	200.1500244	40.59663391
03/02/2022	28.88329697	33.61003494	0.00322988	0.130567238	2.644037247	0.001058122	0.131620705	200.5344086	40.81655502
04/02/2022	28.5243988	33.44523621	0.003383678	0.137971148	2.761371613	0.001084543	0.143284544	201.2984467	40.82710266
05/02/2022	28.66795921	33.41471481	0.005193719	0.141440064	2.806049585	0.001107353	0.151337162	201.8242035	41.0838356
06/02/2022	29.15796471	33.41013718	0.007063739	0.141242966	2.808531284	0.001114791	0.155596718	201.8418732	41.69131088
07/02/2022	28.95727348	33.36893845	0.007125459	0.140162691	2.80546093	0.001113987	0.156158015	201.6768799	42.21963882
08/02/2022	28.58519173	33.40250778	0.004263258	0.139787316	2.818823814	0.001115661	0.149099141	201.4182587	42.11693954
09/02/2022	28.43577385	33.3719902	0.003612455	0.139255226	2.841598511	0.001115469	0.144675791	201.1814575	41.22742462
10/02/2022	28.41087151	33.33994675	0.004157919	0.13849844	2.861489058	0.001112445	0.14413628	201.1788788	40.60811234
11/02/2022	28.77562714	33.35215378	0.005521341	0.137770787	2.869656801	0.001112044	0.146174982	201.0100403	40.34925079
12/02/2022	28.62474442	33.33994675	0.005407888	0.136903629	2.871858597	0.00111547	0.146207854	200.7650146	40.4576149
13/02/2022	28.35960007	33.32621384	0.005138659	0.136459917	2.878302813	0.001118413	0.143849447	200.6491547	40.15623474
14/02/2022	28.27463531	33.33536911	0.004551059	0.136553138	2.897062302	0.001124111	0.145766661	201.076004	39.89286041
15/02/2022	28.95947075	33.35978317	0.005642552	0.136877999	2.916781425	0.001131498	0.144625485	201.4718933	40.6863327
16/02/2022	28.62401199	33.34147263	0.005013641	0.13665548	2.926018715	0.001133293	0.142779991	201.4246674	41.12437057
17/02/2022	28.63353348	33.33231735	0.003759148	0.135808796	2.93418169	0.001129851	0.137478694	201.3505249	40.8664093
18/02/2022	28.62401199	33.27890778	0.00338743	0.135160744	2.94941783	0.001122177	0.133600876	201.3000641	40.77002716
19/02/2022	28.45554924	33.22092438	0.003371662	0.134809718	2.964925051	0.001109195	0.130096689	201.2301636	40.57278824
20/02/2022	28.4841156	33.16141129	0.003379228	0.134427026	2.97581172	0.001096979	0.128812745	201.1076965	40.44255447
21/02/2022	28.45774651	33.1751442	0.003291303	0.132983744	2.965936184	0.00108137	0.130945101	201.1655273	40.39843369
22/02/2022	28.48558044	33.33994675	0.003448425	0.130395815	2.911581039	0.001053996	0.143089712	201.0783691	40.19552231
23/02/2022	28.74999237	33.47422791	0.00282048	0.126668915	2.847461224	0.001026387	0.141520515	200.8880005	40.18253326
24/02/2022	28.63060379	33.5322113	0.002643112	0.123798735	2.81286788	0.001010077	0.132453784	200.6958618	40.26668549
25/02/2022	28.69212914	33.54747009	0.00247291	0.122505851	2.817163944	0.001004687	0.126805305	200.5973206	40.28686905
26/02/2022	28.69139671	33.52763367	0.00227996	0.12132141	2.830328941	0.001002022	0.122231804	200.541748	40.28749847
27/02/2022	28.89721298	33.47117615	0.002887148	0.11945083	2.836606741	0.000997469	0.120056435	200.4344788	40.49138641
28/02/2022	29.13159561	33.43607712	0.00434383	0.116617128	2.834023237	0.00099436	0.120094292	200.3149872	40.98144531
01/03/2022	29.47657776	33.48643494	0.004946727	0.114312164	2.834239721	0.001008908	0.121278167	200.310257	41.35126877
02/03/2022	29.7182827	33.40555954	0.005109285	0.115367599	2.844608784	0.001043697	0.123403758	200.2599182	41.72229004
03/03/2022	29.4846344	33.23160553	0.003867765	0.119028874	2.873872519	0.001083222	0.123850361	200.2452087	41.64578629
04/03/2022	29.24658966	33.2407608	0.003220156	0.121970505	2.916691065	0.001105316	0.122265235	200.42276	41.11457062
05/03/2022	29.20776939	33.14004898	0.002848677	0.124901459	2.951063871	0.001115244	0.122520678	200.5581207	40.7921524
06/03/2022	29.16309166	33.01797485	0.00306649	0.129874289	2.990671158	0.001138492	0.125541344	200.6124268	40.42540741
07/03/2022	28.98364258	33.02255249	0.002611638	0.132563263	3.015271187	0.001148407	0.127177492	200.9779053	40.17348099
08/03/2022	29.13013077	33.01187134	0.002843804	0.132452413	3.025130272	0.001146265	0.127121672	201.1381836	40.36285782
09/03/2022	29.87429428	33.03323364	0.005165312	0.131968185	3.029216051	0.001143606	0.128720686	201.2419586	41.08660889
10/03/2022	30.04348946	33.0149231	0.006435065	0.131032124	3.023688316	0.001138452	0.134274647	201.1525269	41.63790894
11/03/2022	29.65529251	32.95999146	0.00551832	0.130231366	3.006515503	0.001135179	0.137410328	201.0125122	41.63820648
12/03/2022	29.60036087	32.98440552	0.005128467	0.129376322	2.991164684	0.00113731	0.137476936	200.8396759	41.60166931
13/03/2022	29.93801689	33.04086304	0.005638788	0.12758252	2.98234272	0.001131754	0.13922216	200.7114716	41.77908707
14/03/2022	29.54396248	33.01644897	0.004545399	0.126367465	2.984473228	0.001121007	0.13744083	200.546051	41.73741913
15/03/2022	29.48316956	33.0072937	0.00451208	0.126607656	2.999954224	0.001115405	0.134079114	200.6633911	41.3731575
16/03/2022	29.76003265	33.01797485	0.004626645	0.125918314	3.026000023	0.001109866	0.132632077	200.9300842	41.27357483
17/03/2022	30.12405777	33.0072937	0.005272024	0.123825431	3.0320611	0.001102814	0.134086013	200.8590698	41.60709763
18/03/2022	29.94680595	33.02407837	0.005752424	0.12220712	3.015935659	0.001096559	0.138632536	200.5931244	42.05073547
19/03/2022	30.27494049	33.14920425	0.005053754	0.120098837	3.000170708	0.001096996	0.142168373	200.175293	42.46976471
20/03/2022	30.01638794	33.17361832	0.003392061	0.118555285	3.003730536	0.001094115	0.139203042	199.8459625	42.48545837
21/03/2022	29.69850731	33.05001831	0.002295242	0.118171379	3.04168725	0.00110355	0.132486567	199.6298981	41.94767761
22/03/2022	29.45753288	32.97372437	0.002071349	0.117031053	3.12398243	0.001144586	0.126171723	199.4926605	41.39706421
23/03/2022	29.31397438	32.94168091	0.00211499	0.117174834	3.191859961	0.001169029	0.118746251	199.8922577	40.7128334
24/03/2022	29.18726158	32.87911606	0.002009815	0.118391365	3.232784271	0.001180121	0.119430371	200.5828094	40.02946854
25/03/2022	29.16968346	32.66548538	0.001752052	0.12037427	3.237354994	0.001180401	0.123414941	201.0474854	39.68153381
26/03/2022	28.99169922	32.55714417	0.001715434	0.120489679	3.246359825	0.00118519	0.124750011	201.1235809	39.68120956
27/03/2022	28.88842392	32.53578186	0.00187979	0.119912997	3.250647306	0.001183321	0.123963147	200.9326324	39.79661179
28/03/2022	28.66209984	32.55256653	0.001768786	0.119625151	3.249793053	0.001176192	0.121533945	200.8638	39.71562195
29/03/2022	28.65917015	32.56019592	0.001926729	0.119445242	3.254502058	0.001173564	0.119805694	200.8437653	39.54233551
30/03/2022	28.67381859	32.58919144	0.002270036	0.118945442	3.253530979	0.001168929	0.118710265	200.7196198	39.72168732
31/03/2022	28.61156082	32.61513138	0.002073267	0.118724763	3.238779306	0.001157662	0.116317548	200.8093414	39.7252121
01/04/2022	28.80639076	32.63344193	0.002538198	0.118301876	3.200679064	0.001137361	0.115802512	200.842514	39.69081879
02/04/2022	28.88036728	32.67311478	0.003201058	0.117053255	3.160356522	0.001119792	0.116708599	200.8287659	39.91638184
03/04/2022	29.17481041	32.71126556	0.004182782	0.115087032	3.140992641	0.001112728	0.119187519	200.8307037	40.23073196
04/04/2022	29.35499191	32.74788666	0.004761823	0.113403074	3.134733438	0.001107563	0.122553699	200.9080048	40.56938553
05/04/2022	29.33667946	32.77993011	0.004024562	0.112418383	3.133935452	0.001103355	0.123441905	200.947998	40.65635681
06/04/2022	29.33741188	32.82418442	0.003187006	0.110999696	3.136024475	0.001103526	0.121746175	200.857605	40.57677078
07/04/2022	29.65089798	32.87148666	0.003513712	0.108048156	3.135669231	0.001118396	0.122136287	200.6754456	40.65144348
08/04/2022	29.73439789	32.87453842	0.003507571	0.106510334	3.13299036	0.001131245	0.122268125	200.6656189	40.73169327
09/04/2022	29.2378006	32.84859848	0.002632539	0.108054124	3.129924774	0.001124425	0.118824944	200.7484589	40.5904007
10/04/2022	29.36304855	32.84096909	0.002491105	0.109859191	3.127812624	0.001115434	0.115917876	200.7330475	40.46319199
11/04/2022	29.25537872	32.83028793	0.002931076	0.110033244	3.123779774	0.001111636	0.115579672	200.7680206	40.38165665
12/04/2022	29.20483971	32.82418442	0.00350926	0.109115809	3.114168406	0.001109368	0.116438486	200.7365875	40.3105278
13/04/2022	29.66042137	32.85622787	0.005467901	0.107580945	3.098685026	0.001104718	0.119477041	200.3282776	40.445858
14/04/2022	29.82961464	32.85775375	0.005659566	0.106147952	3.087510824	0.001099149	0.124506444	200.1238251	40.61788177
15/04/2022	29.61647415	32.85165024	0.004140761	0.105386041	3.082485199	0.00109615	0.125855982	200.2202606	40.5802269
16/04/2022	29.82302284	32.79061127	0.005046218	0.104371011	3.074241877	0.00109109	0.128771931	200.0440979	40.81562042
17/04/2022	29.73732758	32.68684769	0.005429742	0.102709778	3.065148592	0.001085566	0.132546544	199.9020844	41.00831985
18/04/2022	29.941679	32.80129242	0.004839565	0.101416335	3.058140039	0.00108214	0.133798212	199.9094238	41.2773819
19/04/2022	30.37601852	32.71889496	0.004478817	0.101027519	3.055825472	0.001078939	0.134306371	199.9561462	41.79073334
20/04/2022	30.5620594	32.53730774	0.004082037	0.100725569	3.081552744	0.001084292	0.13429527	199.9955902	42.1026001
21/04/2022	30.2720108	32.37861252	0.003099748	0.099349611	3.135418653	0.001103775	0.132296741	200.084259	41.90753555
22/04/2022	30.27127838	32.22754669	0.003077771	0.095522217	3.252481699	0.001143508	0.129609659	200.01297	41.70149231
23/04/2022	30.45585442	32.15277481	0.003919943	0.089048311	3.426753521	0.001201735	0.127598122	200.2618866	41.61626053
24/04/2022	30.5518055	32.15735245	0.003965127	0.083631784	3.545219183	0.001240206	0.127130866	200.5022736	41.50736237
25/04/2022	30.60673904	32.20465851	0.004223012	0.081891514	3.557684898	0.001237607	0.128594056	200.5759888	41.59575272
26/04/2022	30.72466278	32.22907257	0.005235958	0.081842445	3.521295547	0.001221428	0.132584766	200.5337677	41.74571609
27/04/2022	30.56498909	32.26416779	0.005465514	0.081680238	3.481910229	0.001206201	0.135553256	200.0780487	41.71767807
28/04/2022	30.29325294	32.28247833	0.003732679	0.082672283	3.465525389	0.001194936	0.130015269	200.2357788	41.44779968
29/04/2022	30.04934883	32.299263	0.003209081	0.084146097	3.44283247	0.001183737	0.125298306	200.4219055	41.22751999
30/04/2022	30.18338585	32.42744064	0.002867253	0.084957987	3.411496878	0.00117143	0.12354473	200.3643188	41.23663712
01/05/2022	30.07278633	32.65785599	0.00220343	0.086937413	3.371594191	0.001160556	0.120842092	200.3280029	41.14393234
02/05/2022	30.06326485	32.85622787	0.002074054	0.090630099	3.299262524	0.001150192	0.11853873	200.2934418	41.03293228
03/05/2022	30.21780968	32.85775375	0.002562926	0.092990376	3.236362219	0.001143539	0.120516203	200.1410065	41.12022781
04/05/2022	30.41117668	32.86690903	0.003226759	0.093053214	3.296444178	0.001144641	0.123982012	199.9895782	41.28941727
05/05/2022	30.47270203	32.85317612	0.003631563	0.092256002	3.433679342	0.001158257	0.126761228	199.5304108	41.41878891
06/05/2022	30.18118858	32.85165024	0.002154557	0.092628546	3.49873662	0.001189404	0.124207944	199.6472473	41.25857925
07/05/2022	30.14822769	32.91268539	0.001677704	0.093816385	3.531472206	0.001235645	0.121964112	199.5630798	40.89830399
08/05/2022	30.11233902	32.9569397	0.001659279	0.096570075	3.563410759	0.001318541	0.120198816	199.6316376	40.65154266
09/05/2022	30.23246002	32.94320679	0.00271062	0.100302905	3.492250681	0.001414296	0.119461805	199.7382202	40.47104263
10/05/2022	29.8318119	32.09173965	0.003666778	0.100653492	3.545433998	0.001501779	0.120463796	199.098526	40.10989761
11/05/2022	29.66994286	32.46101379	0.002416388	0.097002223	3.572773933	0.001424872	0.117731214	199.2131042	39.94461823
12/05/2022	30.02664185	32.65633011	0.003976058	0.094186872	3.360262156	0.001194017	0.116461664	199.0522156	40.46304321
13/05/2022	30.20682335	32.70211029	0.005313571	0.093458056	3.261874914	0.001137262	0.120923251	198.8693695	40.91649628
14/05/2022	30.1782589	32.65633011	0.004641728	0.09355066	3.303327799	0.001192207	0.121776365	198.8028564	40.71117401
15/05/2022	29.94460869	32.65633011	0.003238889	0.092779033	3.323531866	0.001188688	0.119387105	198.8127441	40.35668564
16/05/2022	30.11526871	32.73720551	0.002955818	0.091313064	3.249922037	0.001118438	0.118893564	198.6990662	40.26063156
17/05/2022	30.10574722	32.7234726	0.002918012	0.090707496	3.195554972	0.001090212	0.118622832	198.480011	40.2335968
18/05/2022	30.05301094	32.70973969	0.002785936	0.091195703	3.222257376	0.001120889	0.116462052	198.7258759	40.10013962
19/05/2022	30.15115738	32.7448349	0.002304663	0.091878846	3.262039185	0.001148207	0.115095444	199.0059814	40.16570282
20/05/2022	30.09329414	32.78145599	0.001714745	0.092638381	3.291610956	0.001164302	0.113087222	199.0901031	40.29172516
21/05/2022	30.04934883	32.84096909	0.001407744	0.094297841	3.352309704	0.001220562	0.1113296	199.212326	40.25627899
22/05/2022	30.03470039	32.89437485	0.0014524	0.097039096	3.452991724	0.001328465	0.109910361	199.339798	40.18489456
23/05/2022	30.01565552	32.9264183	0.00180819	0.098952532	3.589912176	0.001486023	0.110310405	199.4667206	40.11618805
24/05/2022	30.13724136	32.90963364	0.003481022	0.098740108	3.677001715	0.001588375	0.112260707	199.2360992	40.05184937
25/05/2022	29.8047123	32.72957611	0.003315344	0.097868495	3.628438473	0.001516656	0.112271845	199.2281799	39.84783173
26/05/2022	29.96072197	32.91573715	0.001894744	0.098043501	3.512369871	0.001411463	0.10867516	199.4467621	39.85803986
27/05/2022	29.94680595	33.00576782	0.00162036	0.10048908	3.517800331	0.001513271	0.108333163	199.6541748	40.00473022
28/05/2022	29.93362236	33.14310074	0.002236808	0.104292229	3.500609875	0.001575155	0.108540349	200.0925293	39.97803497
29/05/2022	30.03689766	33.33842087	0.003840966	0.105952896	3.480219126	0.001543166	0.110969007	200.2285919	40.0745163
30/05/2022	30.08011055	33.30789948	0.00439009	0.103686683	3.36709547	0.001317421	0.112895854	199.9137421	40.30802917
31/05/2022	30.06106758	33.12784195	0.004277213	0.099159233	3.215722322	0.001142261	0.113658294	199.4872131	40.35194778
01/06/2022	29.6946125	33.89160919	0.002669731	0.098123617	3.24217844	0.001192034	0.111880764	199.5210571	40.16466522
02/06/2022	29.64362907	33.92713165	0.002154903	0.100592211	3.255053997	0.001252652	0.110209629	199.8599243	39.98664856
03/06/2022	29.68819046	33.94393921	0.002438978	0.102577507	3.195578098	0.001202822	0.110187091	199.9671021	40.05387115
04/06/2022	29.92827034	33.92731094	0.004052649	0.104685672	3.068577528	0.001103238	0.113003232	199.7409515	40.23812485
05/06/2022	29.67373085	33.93167114	0.003481519	0.104628414	2.953186035	0.00102719	0.115241155	199.6986084	40.04907608
06/06/2022	29.8307209	33.95233536	0.003292847	0.102091052	2.952756882	0.001020024	0.114719518	199.6929626	39.97360229
07/06/2022	29.80203438	33.99101639	0.002879229	0.102658883	2.96412468	0.001048148	0.114569612	199.9455872	40.1602211
08/06/2022	29.9938736	34.04721451	0.003185532	0.109336957	2.891883135	0.001091428	0.118317693	200.1413422	40.3047905
09/06/2022	29.81620026	34.08040619	0.002346426	0.121253721	2.775519609	0.001230265	0.121632755	200.3912659	40.29584122
10/06/2022	29.61537361	34.12390137	0.001719549	0.127260983	2.686318636	0.001298188	0.118837602	200.5110931	40.11512375
11/06/2022	29.53876114	34.11240768	0.001772321	0.13020061	2.679297209	0.001384261	0.119207673	200.3869019	39.98555756
12/06/2022	29.44286346	34.09407806	0.00191749	0.135704935	2.707619429	0.001536679	0.121034302	200.7484589	39.87508774
13/06/2022	29.47283745	34.11254883	0.002244507	0.138654351	2.653341293	0.001519628	0.120817646	200.8319092	39.82520676
14/06/2022	29.3949337	34.15462875	0.002070101	0.135324672	2.563027143	0.001327561	0.116270572	200.4342346	39.73447418
15/06/2022	29.27349091	34.18529892	0.002085067	0.130805492	2.536567926	0.001190947	0.112508439	200.0171356	39.48608017
16/06/2022	29.2102375	34.1884079	0.002075682	0.129974514	2.519856691	0.001164768	0.112207182	199.9242096	39.24013138
17/06/2022	29.22282982	34.18935013	0.002111841	0.130051613	2.482370615	0.001138901	0.112336434	200.0570068	39.1608696
18/06/2022	29.21668053	34.14610291	0.002302048	0.129382953	2.449924469	0.001081593	0.111392364	200.0666199	39.17878723
19/06/2022	29.06051445	34.08982086	0.002401016	0.131098449	2.436549902	0.001035271	0.110433161	200.4165955	39.01717377
20/06/2022	28.98538399	34.1006279	0.002825529	0.133217931	2.420212746	0.001030688	0.111275204	200.49617	38.74448776
21/06/2022	29.06537437	34.1640892	0.002274846	0.136027023	2.411905527	0.001058702	0.113828361	200.6327362	38.74782944
22/06/2022	28.96249008	34.15602493	0.001840487	0.143142521	2.432884932	0.001168857	0.116743304	201.3106079	38.85828781
23/06/2022	28.93514061	34.07845306	0.002270475	0.15120618	2.456705332	0.00131165	0.123032115	202.163269	38.9743309
24/06/2022	29.04408264	34.03924179	0.002834053	0.159279197	2.439641476	0.001367342	0.131242052	203.0190735	39.28813553
25/06/2022	28.97223282	34.04177475	0.002483877	0.166271627	2.363641977	0.00130144	0.136882082	203.3740997	39.34374237
26/06/2022	29.04276466	34.04659653	0.002870251	0.167748839	2.277372599	0.001198862	0.135680377	202.9428864	39.23038101
27/06/2022	28.87702942	34.07173157	0.002374805	0.168124959	2.253379583	0.001173614	0.133134976	202.9435272	39.05746841
28/06/2022	28.95744133	34.05158997	0.002898115	0.170748562	2.248412609	0.001188085	0.134082451	203.019928	38.97617722
29/06/2022	29.14850426	34.07902527	0.003668998	0.175376937	2.195604086	0.001146101	0.1365394	203.3631592	39.20273209
30/06/2022	29.23111916	34.16534424	0.003675447	0.178022698	2.083453417	0.00105181	0.136862293	203.4328156	39.41728592
01/07/2022	29.17624474	34.2075882	0.003613504	0.174591646	2.005465508	0.000963018	0.132888556	202.3451538	39.39580536
02/07/2022	28.84101486	34.26569748	0.002674145	0.169357777	2.005413055	0.000921037	0.126317576	201.9388123	38.98172379
03/07/2022	28.69618797	34.10519791	0.002812693	0.170729876	2.02067852	0.000943805	0.127197683	202.0894775	38.59505463
04/07/2022	28.67701149	34.13253021	0.002773779	0.172742099	2.028949738	0.000960681	0.134063244	202.2898712	38.61245728
05/07/2022	28.58075714	34.1890831	0.002598058	0.174084485	2.026261091	0.000958671	0.137839288	202.4328308	38.6194191
06/07/2022	28.53016853	34.23141861	0.002394581	0.174555734	2.021953106	0.000942953	0.138306797	202.4632111	38.54997253
07/07/2022	28.48373985	34.24007034	0.002277709	0.174884558	2.026206017	0.00094599	0.135217115	202.4850922	38.50871277
08/07/2022	28.43964577	34.24409485	0.002193146	0.175450847	2.041688442	0.000972026	0.133077398	202.5623627	38.47911453
09/07/2022	28.41315651	34.26751709	0.002248209	0.176667407	2.05841732	0.000994998	0.132772341	202.6843109	38.47846603
10/07/2022	28.34239769	34.29763031	0.002518559	0.180003867	2.053273678	0.00097833	0.137910426	202.9187775	38.42972183
11/07/2022	28.2746563	34.30989075	0.003148851	0.184403658	2.039435387	0.000936376	0.151363879	203.2747498	38.38014221
12/07/2022	28.21227264	34.32404709	0.003443211	0.187661439	2.036200047	0.000906996	0.16211915	203.5638885	38.35941315
13/07/2022	28.17668533	34.33051682	0.003150305	0.189397439	2.04211235	0.00088953	0.163870394	203.6270447	38.35508728
14/07/2022	28.07735062	34.32246399	0.004020912	0.190826803	2.067369223	0.000868186	0.174899548	203.767807	38.28065109
15/07/2022	28.02803993	34.35258865	0.007617671	0.191527173	2.132157564	0.000843911	0.199945793	203.9299316	38.1090126
16/07/2022	27.90406609	34.39173889	0.009829141	0.190222487	2.22132802	0.000826335	0.220546395	204.1561432	37.83779907
17/07/2022	27.68565941	34.54335785	0.029754685	0.190586835	2.272167683	0.000813904	0.279375285	204.4387665	37.55414581
18/07/2022	27.60823441	34.61872482	0.044901911	0.190963104	2.272520304	0.000796064	0.346904576	204.7899323	37.37783432
19/07/2022	27.55577087	34.55252457	0.028186722	0.189174414	2.238606691	0.000780277	0.331437856	205.0348663	37.17202759
20/07/2022	27.61233711	34.59146881	0.015924085	0.187762216	2.211607456	0.00076719	0.304801762	205.2529297	37.21032333
21/07/2022	27.5749054	34.62919235	0.00963364	0.186168104	2.225740671	0.000752999	0.267860919	205.1581726	37.39435196
22/07/2022	27.52700424	34.67950439	0.005375746	0.18528989	2.23640132	0.000740934	0.232300416	205.1124268	37.47856522
23/07/2022	27.4804039	34.69062424	0.003859544	0.184915453	2.229167938	0.000733511	0.212366924	205.1673889	37.55738068
24/07/2022	27.45897484	34.67558289	0.003499029	0.184767455	2.218686104	0.000727366	0.204844669	205.1529999	37.58849716
25/07/2022	27.44791794	34.64503098	0.00342482	0.185196623	2.200348139	0.000720217	0.212367967	205.0115662	37.58094788
26/07/2022	27.34161568	34.66077423	0.004936622	0.186649665	2.174816847	0.000709733	0.248394892	205.0593872	37.4851532
27/07/2022	27.24556351	34.71848679	0.006770086	0.187149212	2.15817976	0.000698538	0.273358315	205.0328522	37.36473083
28/07/2022	27.20328712	34.72160721	0.01362014	0.187328741	2.137538195	0.000684524	0.298004955	205.0484924	37.32535934
29/07/2022	27.18163109	34.67889023	0.023392368	0.187651947	2.093873739	0.000666549	0.340055913	205.1190338	37.28643036
30/07/2022	27.20705986	34.61600113	0.026890496	0.187841147	2.048292875	0.000651081	0.364610285	205.3478851	37.30821991
31/07/2022	27.21704865	34.56338501	0.018348597	0.186924413	2.030902624	0.0006405	0.341791213	205.4929962	37.37574005
01/08/2022	27.26328468	34.54738617	0.009539408	0.185892314	2.028770685	0.000634081	0.294461578	205.4518585	37.45860291
02/08/2022	27.25689507	34.53627014	0.005905406	0.185546145	2.01307559	0.000628721	0.264359772	205.4504395	37.50862122
03/08/2022	27.39476013	34.52320099	0.0044107	0.185676754	1.967891335	0.000622893	0.246336132	205.5496216	37.64200592
04/08/2022	27.39190483	34.5082283	0.003620993	0.185736641	1.944713235	0.000617363	0.234112382	205.5956879	37.74333191
05/08/2022	27.54617691	34.51663208	0.003712662	0.18509309	1.959236383	0.000613871	0.213980332	205.3243866	37.83539581
06/08/2022	27.39831924	34.47131729	0.00422177	0.184459209	1.971466184	0.000611195	0.197360069	205.0144348	37.73809433
07/08/2022	27.40825081	34.50413895	0.003928387	0.184016287	1.98165071	0.000609585	0.187833473	204.7356262	37.62601471
08/08/2022	27.37354088	34.5113678	0.003315091	0.184156418	1.9742347	0.000607878	0.177836984	204.4514008	37.66541672
09/08/2022	27.29345894	34.57970428	0.003029285	0.185172051	1.955517411	0.000607309	0.17986393	204.4551697	37.51586151
10/08/2022	27.46287537	34.71887207	0.002949267	0.186597258	1.933533907	0.00060638	0.182156965	204.59198	37.50221634
11/08/2022	28.12997627	34.86696625	0.003076248	0.187526613	1.93911922	0.000610726	0.173218533	204.7872162	37.66691589
12/08/2022	28.33484459	34.79082108	0.002752503	0.187184066	1.954518437	0.000635707	0.165389761	204.8395691	37.77313232
13/08/2022	28.13732338	34.74662018	0.002406832	0.186883003	1.957434177	0.000637613	0.155337155	204.5889435	37.84523773
14/08/2022	28.07709312	34.73980713	0.002224627	0.18684493	1.953914285	0.000637445	0.14948158	204.4880981	37.86530685
15/08/2022	28.1984005	34.80721283	0.002503243	0.187675387	1.935417295	0.000678697	0.151477084	204.552948	37.67075348
16/08/2022	28.04222107	34.7930336	0.002624643	0.188325748	1.930768013	0.00077654	0.157326132	204.7416687	37.47154617
